"","X","sale_date","address","county","price","nfmp","vx","desc","year","price_adj","town","provence"
"46009",46010,"2012-05-16","carratowick, westport","mayo",1e+05,"Yes","No","Second-Hand Dwelling house /Apartment",2012,1e+05,"westport","connacht"
"47083",47084,"2012-06-01","35 quay village, westport","mayo",81938,"No","Yes","New Dwelling house /Apartment",2012,92999.63,"westport","connacht"
"47792",47793,"2012-06-11","apt 6 cinnamon wharf, the quay, westport","mayo",95000,"No","No","Second-Hand Dwelling house /Apartment",2012,95000,"westport","connacht"
"48224",48225,"2012-06-18","carrabawn, westport","mayo",358923.75,"No","Yes","New Dwelling house /Apartment",2012,407378.45625,"westport","connacht"
"48275",48276,"2012-06-19","36 ashwood avenue, ballinrobe road, westport","mayo",140000,"No","No","Second-Hand Dwelling house /Apartment",2012,140000,"westport","connacht"
"48427",48428,"2012-06-21","18 parnell court, golf course road, westport","mayo",55690,"Yes","No","Second-Hand Dwelling house /Apartment",2012,55690,"westport","connacht"
"49524",49525,"2012-07-06","upper quay, westport","mayo",64000,"No","No","Second-Hand Dwelling house /Apartment",2012,64000,"westport","connacht"
"50194",50195,"2012-07-18","murrisk, westport","mayo",169000,"No","No","Second-Hand Dwelling house /Apartment",2012,169000,"westport","connacht"
"50298",50299,"2012-07-20","111, knocknaphunta park, westport road  castlebar","mayo",160000,"No","No","Second-Hand Dwelling house /Apartment",2012,160000,"westport","connacht"
"50517",50518,"2012-07-23","fallduff, louisburgh, westport","mayo",305000,"No","No","Second-Hand Dwelling house /Apartment",2012,305000,"westport","connacht"
"50773",50774,"2012-07-26","39 the fairways, westport","mayo",214000,"No","No","Second-Hand Dwelling house /Apartment",2012,214000,"westport","connacht"
"51062",51063,"2012-07-27","drummin, westport","mayo",50000,"No","No","Second-Hand Dwelling house /Apartment",2012,50000,"westport","connacht"
"51075",51076,"2012-07-27","no. 12 parklands, the demesne, westport","mayo",115000,"No","No","Second-Hand Dwelling house /Apartment",2012,115000,"westport","connacht"
"51266",51267,"2012-07-31","cuilleen, kilsallagh, westport","mayo",120000,"No","No","Second-Hand Dwelling house /Apartment",2012,120000,"westport","connacht"
"51291",51292,"2012-07-31","upper quay, westport","mayo",80000,"Yes","No","Second-Hand Dwelling house /Apartment",2012,80000,"westport","connacht"
"51411",51412,"2012-08-01","castlebar road, westport","mayo",1e+05,"No","No","Second-Hand Dwelling house /Apartment",2012,1e+05,"westport","connacht"
"51530",51531,"2012-08-02","sheeaune, westport","mayo",90000,"No","No","Second-Hand Dwelling house /Apartment",2012,90000,"westport","connacht"
"51727",51728,"2012-08-07","72 knockaphunta, westport road, castlebar","mayo",140000,"No","No","Second-Hand Dwelling house /Apartment",2012,140000,"westport","connacht"
"51813",51814,"2012-08-08","gloshpatrick, murrisk, westport","mayo",180000,"No","No","Second-Hand Dwelling house /Apartment",2012,180000,"westport","connacht"
"52232",52233,"2012-08-15","furrigal, kilsallagh, westport","mayo",130000,"No","No","Second-Hand Dwelling house /Apartment",2012,130000,"westport","connacht"
"52727",52728,"2012-08-23","32 kings hill, westport","mayo",210000,"No","No","Second-Hand Dwelling house /Apartment",2012,210000,"westport","connacht"
"53013",53014,"2012-08-28","11 ashwood avenue, westport","mayo",135681.93,"No","Yes","New Dwelling house /Apartment",2012,153998.99055,"westport","connacht"
"53414",53415,"2012-08-31","carrabawn, westport","mayo",470000,"No","No","Second-Hand Dwelling house /Apartment",2012,470000,"westport","connacht"
"53423",53424,"2012-08-31","cushinkeel, westport","mayo",230000,"No","No","Second-Hand Dwelling house /Apartment",2012,230000,"westport","connacht"
"53931",53932,"2012-09-07","killeenacoff, westport","mayo",125000,"No","No","Second-Hand Dwelling house /Apartment",2012,125000,"westport","connacht"
"53991",53992,"2012-09-10","3 st mary's crescent, westport","mayo",150000,"No","No","Second-Hand Dwelling house /Apartment",2012,150000,"westport","connacht"
"54081",54082,"2012-09-11","51 the fairways, westport","mayo",150000,"No","No","Second-Hand Dwelling house /Apartment",2012,150000,"westport","connacht"
"54262",54263,"2012-09-13","7 mcneela terrace, westport","mayo",115000,"No","No","Second-Hand Dwelling house /Apartment",2012,115000,"westport","connacht"
"54313",54314,"2012-09-14","10 ashwood avenue, ballinrobe road, westport","mayo",136563.87,"No","Yes","New Dwelling house /Apartment",2012,154999.99245,"westport","connacht"
"54530",54531,"2012-09-17","kilsallagh, westport","mayo",190000,"No","No","Second-Hand Dwelling house /Apartment",2012,190000,"westport","connacht"
"55405",55406,"2012-09-28","carrabawn, westport","mayo",240000,"No","No","Second-Hand Dwelling house /Apartment",2012,240000,"westport","connacht"
"55623",55624,"2012-10-03","12 ashwood avenue, ballinrobe road, westport","mayo",152000,"No","Yes","New Dwelling house /Apartment",2012,172520,"westport","connacht"
"55845",55846,"2012-10-05","4 pilgrims way, aughagower, westport","mayo",125000,"No","No","Second-Hand Dwelling house /Apartment",2012,125000,"westport","connacht"
"55986",55987,"2012-10-08","41 westland, westport","mayo",197500,"No","No","Second-Hand Dwelling house /Apartment",2012,197500,"westport","connacht"
"56029",56030,"2012-10-08","monamore, westport","mayo",208981,"No","No","Second-Hand Dwelling house /Apartment",2012,208981,"westport","connacht"
"56375",56376,"2012-10-12","7 cluain padraig, westport","mayo",118000,"No","No","Second-Hand Dwelling house /Apartment",2012,118000,"westport","connacht"
"57158",57159,"2012-10-23","cashel, ayle, westport","mayo",70000,"No","No","Second-Hand Dwelling house /Apartment",2012,70000,"westport","connacht"
"57300",57301,"2012-10-25","25 the elms, westport","mayo",160000,"No","No","Second-Hand Dwelling house /Apartment",2012,160000,"westport","connacht"
"57329",57330,"2012-10-25","44 the fairways, golf course  road, westport","mayo",220000,"No","No","Second-Hand Dwelling house /Apartment",2012,220000,"westport","connacht"
"57518",57519,"2012-10-26","7 davitt's terrace, westport, co. mayo","mayo",68000,"No","No","Second-Hand Dwelling house /Apartment",2012,68000,"westport","connacht"
"57599",57600,"2012-10-29","419 the harbour mill, westport","mayo",94000,"No","No","Second-Hand Dwelling house /Apartment",2012,94000,"westport","connacht"
"58057",58058,"2012-11-02","ballyveeney, ballycroy, westport","mayo",40020,"Yes","No","Second-Hand Dwelling house /Apartment",2012,40020,"westport","connacht"
"58079",58080,"2012-11-02","knappaghmore, westport","mayo",247500,"No","No","Second-Hand Dwelling house /Apartment",2012,247500,"westport","connacht"
"58193",58194,"2012-11-05","newfield, mulranny, westport","mayo",50000,"No","No","Second-Hand Dwelling house /Apartment",2012,50000,"westport","connacht"
"58411",58412,"2012-11-08","16 cloonmonad close, the quay, westport","mayo",80000,"Yes","No","Second-Hand Dwelling house /Apartment",2012,80000,"westport","connacht"
"58899",58901,"2012-11-14","3 parnell court, golf course road, westport","mayo",59400,"Yes","No","Second-Hand Dwelling house /Apartment",2012,59400,"westport","connacht"
"59350",59352,"2012-11-19","cloghan, westport","mayo",3e+05,"No","No","Second-Hand Dwelling house /Apartment",2012,3e+05,"westport","connacht"
"59876",59878,"2012-11-23","dooriel, ballycroy, westport","mayo",23100,"Yes","No","Second-Hand Dwelling house /Apartment",2012,23100,"westport","connacht"
"59984",59986,"2012-11-26","49 the fairways, golf course road, westport","mayo",174500,"No","No","Second-Hand Dwelling house /Apartment",2012,174500,"westport","connacht"
"60369",60371,"2012-11-28","golf road, mulranny, westport","mayo",63000,"No","No","Second-Hand Dwelling house /Apartment",2012,63000,"westport","connacht"
"60512",60514,"2012-11-29","46 aswood avenue, westport","mayo",215000,"No","No","Second-Hand Dwelling house /Apartment",2012,215000,"westport","connacht"
"60528",60530,"2012-11-29","6 the moorings, westport","mayo",217000,"No","No","Second-Hand Dwelling house /Apartment",2012,217000,"westport","connacht"
"60560",60562,"2012-11-29","ballinacarriga, westport","mayo",50000,"No","No","Second-Hand Dwelling house /Apartment",2012,50000,"westport","connacht"
"60599",60601,"2012-11-29","mulranny, westport","mayo",92511,"No","Yes","New Dwelling house /Apartment",2012,104999.985,"westport","connacht"
"60602",60604,"2012-11-29","no. 14 cinnamon wharf, the quay, westport","mayo",84900,"No","No","Second-Hand Dwelling house /Apartment",2012,84900,"westport","connacht"
"60775",60777,"2012-11-30","9 the harbour, the quay, westport","mayo",175000,"No","No","Second-Hand Dwelling house /Apartment",2012,175000,"westport","connacht"
"60822",60824,"2012-11-30","kilsallagh, westport","mayo",275000,"No","No","Second-Hand Dwelling house /Apartment",2012,275000,"westport","connacht"
"60922",60924,"2012-12-03","apt 1 riverside, distillery road, westport","mayo",95000,"No","No","Second-Hand Dwelling house /Apartment",2012,95000,"westport","connacht"
"61164",61166,"2012-12-05","ballygarvaun, ballycroy, westport","mayo",23650,"Yes","No","Second-Hand Dwelling house /Apartment",2012,23650,"westport","connacht"
"61183",61185,"2012-12-05","kilsallagh, westport","mayo",180000,"No","No","Second-Hand Dwelling house /Apartment",2012,180000,"westport","connacht"
"61706",61708,"2012-12-11","clooneen, kilmeena, westport","mayo",342500,"No","No","Second-Hand Dwelling house /Apartment",2012,342500,"westport","connacht"
"61743",61745,"2012-12-12","107 the harbour mill apartments, the quay, westport","mayo",1e+05,"No","No","Second-Hand Dwelling house /Apartment",2012,1e+05,"westport","connacht"
"61854",61856,"2012-12-12","apartment 220, harbour mill, westport","mayo",80000,"No","No","Second-Hand Dwelling house /Apartment",2012,80000,"westport","connacht"
"62303",62306,"2012-12-14","carrowholly, westport","mayo",41250,"Yes","No","Second-Hand Dwelling house /Apartment",2012,41250,"westport","connacht"
"62701",62704,"2012-12-18","40 the fairways, golf course road, westport","mayo",205000,"No","No","Second-Hand Dwelling house /Apartment",2012,205000,"westport","connacht"
"63177",63180,"2012-12-19","ballinrobe road, westport","mayo",110000,"No","No","Second-Hand Dwelling house /Apartment",2012,110000,"westport","connacht"
"64412",64415,"2012-12-21","cloonskill, liscarney, westport","mayo",190000,"No","No","Second-Hand Dwelling house /Apartment",2012,190000,"westport","connacht"
"65378",65381,"2013-01-16","322 harbour mill, the quay, westport","mayo",73000,"No","No","Second-Hand Dwelling house /Apartment",2013,73000,"westport","connacht"
"65954",65957,"2013-01-25","murrisknaboll, westport","mayo",180000,"No","No","Second-Hand Dwelling house /Apartment",2013,180000,"westport","connacht"
"66667",66670,"2013-02-08","28 pairc na coille, golf course road, westport","mayo",155000,"No","No","Second-Hand Dwelling house /Apartment",2013,155000,"westport","connacht"
"66722",66725,"2013-02-08","carrowkeeran, murrisk, westport","mayo",116000,"No","No","Second-Hand Dwelling house /Apartment",2013,116000,"westport","connacht"
"67478",67481,"2013-02-22","no. 35 the fairways, golf course road, westport","mayo",140500,"No","No","Second-Hand Dwelling house /Apartment",2013,140500,"westport","connacht"
"67541",67544,"2013-02-25","inishturk beg island clew bay, westport and nolans farm, burrishoole","mayo",1e+06,"No","No","Second-Hand Dwelling house /Apartment",2013,1e+06,"westport","connacht"
"67545",67548,"2013-02-25","lecanvey, westport, co. mayo","mayo",173000,"No","No","Second-Hand Dwelling house /Apartment",2013,173000,"westport","connacht"
"67700",67703,"2013-02-27","quay road, westport","mayo",280000,"No","No","Second-Hand Dwelling house /Apartment",2013,280000,"westport","connacht"
"67760",67763,"2013-02-28","6 monastery view, westport","mayo",160000,"No","No","Second-Hand Dwelling house /Apartment",2013,160000,"westport","connacht"
"67803",67806,"2013-02-28","no. 32, the harbour, westport","mayo",195000,"No","No","Second-Hand Dwelling house /Apartment",2013,195000,"westport","connacht"
"68058",68061,"2013-03-05","fanaught, westport","mayo",221000,"No","No","Second-Hand Dwelling house /Apartment",2013,221000,"westport","connacht"
"69641",69645,"2013-04-02","carrowniskey, westport","mayo",32330,"Yes","No","Second-Hand Dwelling house /Apartment",2013,32330,"westport","connacht"
"69879",69883,"2013-04-05","ballintleva, clogher, westport","mayo",173000,"No","No","Second-Hand Dwelling house /Apartment",2013,173000,"westport","connacht"
"70307",70311,"2013-04-12","no  14, the anchorage apartments, the quay  westport","mayo",90000,"No","No","Second-Hand Dwelling house /Apartment",2013,90000,"westport","connacht"
"71508",71512,"2013-05-01","58the fairways, westport","mayo",159000,"No","No","Second-Hand Dwelling house /Apartment",2013,159000,"westport","connacht"
"71921",71925,"2013-05-08","clogher, westport, mayo","mayo",1e+05,"Yes","No","Second-Hand Dwelling house /Apartment",2013,1e+05,"westport","connacht"
"72180",72184,"2013-05-13","27 cois abhainn, ballinrobe road, westport","mayo",154000,"No","Yes","New Dwelling house /Apartment",2013,174790,"westport","connacht"
"72439",72443,"2013-05-16","rossow, kilmeena, westport","mayo",185000,"No","No","Second-Hand Dwelling house /Apartment",2013,185000,"westport","connacht"
"72587",72591,"2013-05-17","no. 2 the carrigeens, murrisk, westport","mayo",311000,"No","No","Second-Hand Dwelling house /Apartment",2013,311000,"westport","connacht"
"72910",72914,"2013-05-23","dooniver, achill, westport","mayo",48000,"No","No","Second-Hand Dwelling house /Apartment",2013,48000,"westport","connacht"
"72953",72957,"2013-05-24","19 ashwood avenue, ballinrobe road, westport","mayo",115000,"No","Yes","New Dwelling house /Apartment",2013,130525,"westport","connacht"
"73177",73181,"2013-05-28","18 kings hill, westport","mayo",135000,"No","No","Second-Hand Dwelling house /Apartment",2013,135000,"westport","connacht"
"73307",73311,"2013-05-29","46 the fairways, westport","mayo",174000,"No","No","Second-Hand Dwelling house /Apartment",2013,174000,"westport","connacht"
"73353",73357,"2013-05-29","mucklagh, carrowholly, westport","mayo",160000,"No","No","Second-Hand Dwelling house /Apartment",2013,160000,"westport","connacht"
"73687",73691,"2013-06-01","highstreet house, high st, westport","mayo",150000,"Yes","No","Second-Hand Dwelling house /Apartment",2013,150000,"westport","connacht"
"74703",74708,"2013-06-17","8 bealch an tobair, toberhill, westport","mayo",114990,"Yes","No","Second-Hand Dwelling house /Apartment",2013,114990,"westport","connacht"
"74794",74799,"2013-06-18","ballytoohy, clare island, westport","mayo",80000,"No","No","Second-Hand Dwelling house /Apartment",2013,80000,"westport","connacht"
"75068",75074,"2013-06-21","20 knockranny village, westport","mayo",302500,"No","No","Second-Hand Dwelling house /Apartment",2013,302500,"westport","connacht"
"75212",75218,"2013-06-24","10 cinnamon wharf, the quay, westport","mayo",86000,"No","No","Second-Hand Dwelling house /Apartment",2013,86000,"westport","connacht"
